	Day2_BFP_Rep1	Day2_BFP_Rep2	Day2_BFP_Rep3	Day2_Hic2_Rep1	Day2_Hic2_Rep2	Day2_Hic2_Rep3	Day4_BFP_Rep1	Day4_BFP_Rep1-2	Day4_BFP_Rep2	Day4_BFP_Rep3	Day4_Hic2_Rep1	Day4_Hic2_Rep1-2	Day4_Hic2_Rep2	Day4_Hic2_Rep3	Day6_BFP_Rep1	Day6_BFP_Rep2	Day6_BFP_Rep3	Day6_Hic2_Rep1	Day6_Hic2_Rep2	Day6_Hic2_Rep3	Day10_BFP_Rep1	Day10_BFP_Rep2	Day10_BFP_Rep3	Day10_Hic2_Rep1	Day10_Hic2_Rep2	Day10_Hic2_Rep3	ESC_BFP_Rep1	ESC_BFP_Rep2	ESC_BFP_Rep3	ESC_Hic2-gRNA_Rep1	ESC_Hic2-gRNA_Rep2	ESC_Hic2-gRNA_Rep3	ESC_Zeo-gRNA_Rep1	ESC_Zeo-gRNA_Rep2	ESC_Zeo-gRNA_Rep3	iPSC_BFP_Rep1	iPSC_BFP_Rep2	iPSC_BFP_Rep3	iPSC_Hic2_Rep1	iPSC_Hic2_Rep2	iPSC_Hic2_Rep3	MEF_BFP_Rep1	MEF_BFP_Rep2	MEF_BFP_Rep3	MEF_Hic2_Rep1	MEF_Hic2_Rep2	MEF_Hic2_Rep3
Gm24406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25147	0	0	0	0	0	0	0	0	0	0.742634472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.198059395	0	0	0	1.378409919	1.457149127	0	0	0	0	0	0	0	0	0	0	0
Snord15b	0	2.027008692	0	4.259868739	5.089606875	7.282475864	8.412491769	6.965420043	0.991876282	2.97053789	10.34503136	4.038991755	4.235696604	10.42659333	0	0.771830583	0	0	0	0	0	0	0	0	0	0	8.130650954	8.540870692	4.730063315	6.827032655	5.990296976	6.685129578	0	0	8.270459514	10.20004389	5.844857061	7.79748604	18.93394678	0	7.671100494	0	6.583953316	4.861080412	4.353293458	7.065363845	3.873797664
Gm24405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snord47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.586305287	0	0	0	0	0	0	0	0	0	0	1.423478449	0	0	0	2.228376526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.534220099	0	0	0	0	0	0
Snora70	15.57543862	4.054017383	7.446758382	0	7.270866965	3.121061084	7.64771979	0	16.8618968	0	6.034601627	8.077983509	5.082835924	11.07825541	0	0	0	0	0	0	9.582260636	0	0	1.665471527	0	0	2.710216985	9.964349141	4.730063315	3.413516328	7.188356372	0	1.222206264	4.018461696	0	7.285745637	7.306071326	2.599162013	3.786789356	2.929570265	6.136880395	2.023577557	0	0	7.618263551	3.140161709	7.747595328
Gm25259	0	0	0	0	0	0	0	0	0	0.742634472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.299581007	0	0	0	0	0	1.944432165	0	0	0.774759533
Gm25258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snord73a	0	1.351339128	0	0	1.454173393	2.08070739	0	2.786168017	0	3.713172362	5.17251568	5.38532234	5.929975245	7.819944997	0	0	0	0	0	0	0	0	0	6.661886108	0	0	2.710216985	1.423478449	0	0	0	2.228376526	0	0	0	5.82859651	7.306071326	1.299581007	2.524526237	1.464785133	4.602660296	3.035366336	0	1.944432165	2.176646729	3.140161709	0.774759533
Gm25260	0	0	0	0	0	0	0	0	0	0	0.862085947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.355108492	0	0	0	0	1.114188263	1.222206264	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26003	0	2.027008692	0	0	0.727086696	0	2.294315937	0	0	0	0	0	0	1.954986249	0	0	0	0	0	0	2.737788753	0	0	0	0.617290284	0	0	0	2.365031657	0	4.792237581	0	0	0	0	0	0	0	0	0	0	3.035366336	0	1.944432165	5.441616822	0	2.324278598
Gm26035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-R5s79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.413516328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snora3	8.245820446	2.027008692	5.31911313	3.651316062	2.908346786	0	0	0	0	0.742634472	3.448343787	0	5.929975245	1.303324166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.456753052	6.111031318	0	0	8.742894764	0	0	0	0	4.602660296	2.023577557	5.486627763	0	0	0	0
Gm23510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.355108492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF357341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-R5s160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22362	0	3.378347819	0	0	0	1.040353695	3.823859895	1.393084009	0	0.742634472	1.724171893	5.38532234	0	2.606648332	0	0	0	0	0	0	0	0	0	0	0	1.096401164	0	0	0	0	0	0	0	5.357948928	0	0	0	0	0	0	4.602660296	0	2.194651105	0.972216082	1.088323364	0	0
Rn7sk	36.64809087	27.02678256	19.14880727	26.77631779	53.80441554	28.08954976	69.59425009	93.33662858	67.4475872	60.89602674	37.06969571	41.73624813	48.28694128	60.60457373	568.9435151	535.6504244	907.7931558	238.5281783	453.1612035	292.3892886	406.5616298	408.223854	468.8079435	364.7382644	405.5597169	368.390791	340.1322316	209.251332	279.0737356	654.2572961	268.3653045	549.2948137	133.2204827	287.9897549	689.2049595	322.0299572	241.1003538	409.3680171	568.0184033	566.8718463	466.40291	55.64838282	73.52081203	58.33296495	82.7125757	43.1772235	53.45840776
Gm24977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24044	0	6.081026075	0	4.259868739	5.089606875	7.282475864	0	8.358504052	3.967505129	1.485268945	1.724171893	4.038991755	1.694278641	1.954986249	0	0	0	0	0	0	0	0	0	0	0	0	1.355108492	1.423478449	3.547547486	1.137838776	3.594178186	3.342564789	2.444412527	0	2.756819838	13.11434215	4.383642796	0	0	0	9.205320593	2.023577557	0	0.972216082	0	1.570080854	5.423316729
Gm24043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-R5s169	0	0	0	0	0	0	1.529543958	1.393084009	2.975628847	0	0	0	0.847139321	1.303324166	0	0	0	0	0	0	0	0	0	1.665471527	0	0	0	1.423478449	0	2.275677552	0	0	0	2.678974464	0	0	1.461214265	0	1.262263119	0	0	0	0	0	0	0	0
Gm24046	0	0	0	0	0	0	0	0	0	2.227903417	0.862085947	0	0	0.651662083	0	11.57745874	13.7936282	0	0.869791177	6.859572753	0	1.838846189	14.36669504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24045	0	1.351339128	1.063822626	0	0	0	0	0	0.991876282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.222206264	0	0	0	0	0	0	0	0	0	0	0	0	0	0.774759533
Gm24042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24041	0	0	0	0	0	0	0	0	0	0	0	0	0.847139321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-R5s213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22884	0	0	0	0.608552677	0.727086696	0	0.764771979	0	0.991876282	0	0	0	3.388557283	1.954986249	0	0	0	0	0	0	0	0	0	0.832735763	0	0	5.42043397	4.270435346	2.365031657	0	1.198059395	0	1.222206264	2.678974464	0	0	0	3.89874302	0	0	1.534220099	0	0	0	0	0	0
n-R5s5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-R5s196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.097325553	0	0	0.785040427	0
Gm24535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26497	0	0	1.063822626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.222206264	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-R5s205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snord22	19.24024771	8.78370433	9.574403635	15.8223696	15.99590732	12.48424434	13.00112364	12.53775608	10.91063911	18.56586181	15.51754704	13.46330585	27.10845826	17.59487624	2.761861724	0	0	0	0	9.431912536	0	2.758269283	0	0	0	3.289203491	44.71858025	22.77565518	23.65031657	31.85948573	29.95148488	10.02769437	24.44412527	17.41333402	9.648869433	46.62877208	42.37521369	18.19413409	7.573578711	26.36613239	46.02660296	8.094310228	15.36255774	13.61102515	18.5014972	0	6.198076262
Gm26494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26493	0	0	0	0	0.727086696	0	0	0	0	0	0.862085947	0	0	0	0	0	0	0	2.609373532	0	0	0	0	0	0	0	0	0	0	1.137838776	0	2.228376526	0	0	1.378409919	1.457149127	1.461214265	0	2.524526237	1.464785133	1.534220099	0	1.097325553	0	0	0	0
Gm23677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snord1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.49820729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snora16a_ENSMUSG00000065097	2.748606815	0	0	4.868421416	4.362520179	5.201768474	0	5.572336035	3.967505129	0	2.58625784	0	0	0	0	0	0	0	0	0	0	0	0	0	1.851870853	0	0	11.38782759	10.64264246	3.413516328	0	0	0	9.376410624	11.02727935	0	8.767285591	0	0	13.18306619	0	0	0	0.972216082	0	0	0
Gm26132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-R5s50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26130	0.916202272	0	7.446758382	0	0	0	6.882947811	5.572336035	4.959381412	1.485268945	3.448343787	0	5.929975245	3.909972499	0	0	1.724203525	0	0	0	0	0	5.29299291	0	0	0	0	5.693913795	4.730063315	0	4.792237581	4.456753052	7.333237582	4.018461696	0	7.285745637	5.844857061	0	0	0	3.068440198	0	2.194651105	2.916648247	7.618263551	5.49528299	2.324278598
n-R5s88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snord61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23297	0	0	0	0.608552677	0	0	1.529543958	1.393084009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.182515829	2.275677552	1.198059395	0	0	1.339487232	2.756819838	1.457149127	0	1.299581007	0	1.464785133	1.534220099	0	0	0	1.088323364	0	0
Gm26126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snora65	13.74303408	5.405356511	0	0	5.089606875	2.08070739	3.823859895	4.179252026	4.959381412	2.227903417	3.448343787	10.77064468	3.388557283	9.774931247	0	0	0	0	2.609373532	0	0	7.355384756	0	0	0	0	0	21.35217673	8.277610801	5.689193879	14.37671274	12.25607089	3.666618791	10.71589786	20.67614879	16.0286404	20.45699971	11.69622906	7.573578711	13.18306619	9.205320593	5.058943893	0	2.916648247	2.176646729	4.710242563	0
Snord104	0.916202272	0.675669564	3.191467878	1.217105354	2.181260089	1.040353695	3.059087916	1.393084009	2.975628847	0	0.862085947	0	0	0.651662083	0	0	0	0	0	0	0	0	0	0	0	0	6.775542462	8.540870692	5.912579143	2.275677552	3.594178186	3.342564789	0	5.357948928	1.378409919	4.371447382	11.68971412	1.299581007	0	4.394355398	7.671100494	1.011788779	0	1.944432165	2.176646729	0	0.774759533
Gm26127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vaultrc5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.315491748	0	0	0	0	0	0	0	0	0	0	1.355108492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snora31	6.413415902	12.83772171	11.70204889	17.03947496	5.816693572	27.04919607	12.23635166	16.7170081	22.81315449	15.59532392	13.79337515	20.19495877	28.8027369	25.41482124	0	11.57745874	0	0	4.348955887	3.429786377	4.791130318	1.838846189	0	0.832735763	7.407483414	0	5.42043397	22.77565518	21.28528492	7.964871431	5.990296976	11.14188263	13.4442689	9.376410624	13.78409919	49.54307033	37.9915709	11.69622906	10.09810495	32.22527292	30.68440198	16.18862046	20.8491855	13.61102515	32.64970093	11.77560641	24.79230505
Gm25480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.457149127	0	0	0	0	1.534220099	0	0	0	0	0	0
Mir5117	0	0	0	0.608552677	0	0	0	0	0.991876282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23645	0	0.675669564	1.063822626	0	3.635433482	0	0.764771979	0	0	1.485268945	0	1.346330585	1.694278641	1.303324166	0	0	4.310508812	1.415597497	0	0	0	0	0	0	0	0	0	1.423478449	1.182515829	0	0	0	2.444412527	0	0	0	0	1.299581007	0	2.929570265	6.136880395	0	0	0.972216082	0	0	0.774759533
Gm23814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.538993744	0	0	0	0	2.268425533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnu12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.512283689	0.832735763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23458	0	0	0	1.825658031	0	0	0	0	1.983752565	1.485268945	0	0	0	0.651662083	0	0	0	0	0	0	0	0	0	0	0	0	4.065325477	19.92869828	4.730063315	5.689193879	5.990296976	4.456753052	4.888825055	2.678974464	1.378409919	13.11434215	1.461214265	2.599162013	12.62263119	5.85914053	0	1.011788779	0	0	0	1.570080854	0
Gm23460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snord85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.299581007	0	0	0	0	0	0	0	0	0
Gm23462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
