	Day2_BFP_Rep1	Day2_BFP_Rep2	Day2_BFP_Rep3	Day2_Hic2_Rep1	Day2_Hic2_Rep2	Day2_Hic2_Rep3	Day4_BFP_Rep1	Day4_BFP_Rep1-2	Day4_BFP_Rep2	Day4_BFP_Rep3	Day4_Hic2_Rep1	Day4_Hic2_Rep1-2	Day4_Hic2_Rep2	Day4_Hic2_Rep3	Day6_BFP_Rep1	Day6_BFP_Rep2	Day6_BFP_Rep3	Day6_Hic2_Rep1	Day6_Hic2_Rep2	Day6_Hic2_Rep3	Day10_BFP_Rep1	Day10_BFP_Rep2	Day10_BFP_Rep3	Day10_Hic2_Rep1	Day10_Hic2_Rep2	Day10_Hic2_Rep3	ESC_BFP_Rep1	ESC_BFP_Rep2	ESC_BFP_Rep3	ESC_Hic2-gRNA_Rep1	ESC_Hic2-gRNA_Rep2	ESC_Hic2-gRNA_Rep3	ESC_Zeo-gRNA_Rep1	ESC_Zeo-gRNA_Rep2	ESC_Zeo-gRNA_Rep3	iPSC_BFP_Rep1	iPSC_BFP_Rep2	iPSC_BFP_Rep3	iPSC_Hic2_Rep1	iPSC_Hic2_Rep2	iPSC_Hic2_Rep3	MEF_BFP_Rep1	MEF_BFP_Rep2	MEF_BFP_Rep3	MEF_Hic2_Rep1	MEF_Hic2_Rep2	MEF_Hic2_Rep3
Gnai3	19148.62748	18575.50765	18880.72397	18526.16915	17337.38228	16767.3805	15420.09741	15421.43998	13489.51744	14822.24143	13339.05585	13355.5994	12401.27252	13003.91687	23782.3913	19722.58688	19378.32341	16701.21927	15997.19934	16687.62562	14053.75412	12331.30254	14017.35751	9434.8962	11603.20548	9325.988297	3328.146457	2875.426466	3024.87549	4171.316952	3670.853987	4118.03982	3319.512212	3301.836027	3202.046242	2768.583342	3198.598027	3199.568438	3202.361532	3010.133447	3289.367892	9629.193805	9533.564401	9024.109677	9168.036022	8960.451436	8793.520697
Pbsn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdc45	480.1238161	462.9756387	483.2167508	673.5526835	649.4787278	684.1526215	388.1086683	415.4565046	556.0314379	420.5277229	814.0204469	884.8804842	822.7857942	825.6871597	627.9454506	562.6734652	521.1749686	1255.18892	1281.816955	1312.320912	919.8084868	1605.155949	1010.239945	1824.244825	1659.542948	1742.069425	1615.659159	1480.893186	2190.753704	1661.051335	1087.969585	1466.901721	1915.40579	1879.95842	1963.573234	2031.085386	2149.772125	1787.30735	1520.061113	2066.148754	1970.954005	532.3872711	533.4323321	514.1806876	755.6099213	711.3568337	634.8671317
H19	1304.228271	2144.154062	1006.658722	3268.058561	2994.777542	2761.33541	1901.679968	2089.606087	2629.529064	2671.378041	3821.611463	3747.688788	3987.032135	4077.350674	2024.623067	3374.209191	2946.876961	3256.420231	5211.029567	3010.582883	5715.50797	7179.516933	4727.615203	9508.04944	9750.79416	7676.066465	24.93861565	47.80335441	624.9122121	3.050580516	7.021542093	3.446996337	270.4679338	103.8524405	147.9806244	588.0494056	432.7063095	57.54077889	69.903686	839.3844861	629.737584	41263.84858	41542.30822	41210.56944	36587.17496	66934.67813	58234.07114
Scml2	264.5445821	347.8561242	316.1870956	90.21259532	242.5633952	229.9286154	298.6007434	256.2056607	320.9675382	302.6317067	213.6798748	181.512747	310.9585519	197.6650137	153.2826707	150.1744132	150.302431	119.7785896	25.41806115	54.34010951	48.46975189	61.45797668	101.8088159	112.3137505	92.67492148	108.1012715	59.42600206	25.8730126	50.73669186	79.28640573	209.2528551	106.9356237	24.8022699	43.68698063	27.75121429	87.15064599	78.46440873	60.58609517	107.1012702	33.32246244	70.71624476	83.86290692	85.65597141	99.11631788	74.39615667	75.85971812	96.0838258
Apoh	4.946372713	7.29558002	7.657789655	3.285440834	5.233839596	6.552745139	2.064417086	2.506983789	2.67745995	5.345758251	2.327105343	1.211423335	5.335770031	6.449994741	9.112081275	13.19531636	17.84146827	10.82687032	3.913174597	4.629163851	0	4.136467684	2.041120995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.52016974	0	7.873168267	1.958538763	0	1.360986248
Narf	355.3357851	361.5992517	347.7570388	381.5024369	515.4110904	421.6050345	462.139774	319.3882417	341.5579694	352.0967451	439.5923583	300.973906	498.1568939	314.9066279	226.8195798	694.9133649	187.4382348	575.9574699	396.5467545	154.962115	430.1329877	843.6385146	528.5983331	835.35692	645.565357	1023.763424	1050.016181	996.874479	1299.664603	984.4075126	472.6675552	915.6264517	1184.723014	903.2358274	1085.645665	1173.297573	1276.741766	1259.776512	589.9356143	1330.338171	1420.483474	970.772354	1233.803181	1186.425186	923.4846218	1338.944428	1368.199513
Cav2	295.309645	373.7984283	250.4728578	138.1251818	129.7630157	125.5245387	556.1153191	690.221786	424.4312096	680.7807397	57.78640548	96.79430836	63.88258448	69.3443851	1129.037784	667.4444774	828.2845703	139.3973694	69.96347293	40.23279782	587.867308	506.6792247	611.1154707	200.2473058	93.61666046	126.777506	0	0	0	4.766898034	0	3.734252657	0	0	0	0	1.224331523	0	0	20.55284214	0	1350.029426	1041.566713	1070.776859	451.2519953	229.5633624	225.902609
Klf6	486.2784133	1740.492469	413.2425298	794.5522531	1456.936124	715.5320905	1531.848217	1456.745222	996.664994	1101.858223	1290.833546	1336.423782	1125.207407	1255.226152	2032.753086	2295.430995	2079.880109	2543.86674	3811.668027	2962.845129	3288.468012	4472.204964	5063.004667	3909.011	5849.24538	4814.035748	1433.526596	1388.654827	1278.967301	1673.671794	1924.396678	1814.093873	1515.660427	1108.79864	1287.907463	1512.672609	976.7176218	1450.799351	1393.201082	1498.640097	1465.226477	6546.281259	6025.678141	5760.699308	7742.616964	5175.762914	4606.148976
Scmh1	208.3343151	287.2075717	265.8744404	329.5121891	268.1263707	341.6429336	304.9533386	354.0797829	184.608858	247.9729184	356.8755993	242.5980646	228.7011919	219.9855799	97.82542844	163.7028057	264.4528901	141.5536858	200.8438963	143.5603681	90.17070489	109.8603293	151.4326092	323.9816158	109.3669001	179.6716276	275.7021793	380.8307795	471.3650462	455.3582183	562.2791866	560.1499419	397.8412486	593.8056515	455.9288963	367.9952201	349.4550237	415.9644056	748.2132659	275.2790584	388.6711503	860.5511955	933.0671918	1010.433882	619.2938447	773.319751	960.7920683
Cox5a	5067.766092	4894.342504	4864.102229	5301.465314	5199.850219	4957.257953	4458.519811	4501.957542	3915.434266	4544.490286	4049.892352	4075.914257	4081.41738	4025.612968	7523.301609	6955.31531	6440.533067	5620.652906	6986.000089	6668.882838	6224.002897	6028.730835	6534.533547	6217.835767	6296.113883	6377.008804	4846.848094	4750.960816	4401.211398	3205.794613	3074.16412	3094.12335	5808.170427	6117.548545	5687.012697	4200.058521	4527.460724	5774.412419	3953.27204	4315.584295	4272.314081	3135.156219	2520.521675	2741.539666	3037.979428	2606.405674	2589.544698
Tbx2	143.8437567	128.3772171	108.5099079	154.57238	118.5151315	146.689871	81.83060175	71.04728444	46.61818527	60.15339227	62.93227411	82.12616568	46.59266264	69.07618081	49.71351103	25.47040923	82.76176919	44.59132117	11.30728531	40.29998992	39.01348973	35.85750069	49.14921988	79.10989753	54.32154503	36.1812384	5.42043397	18.50521983	5.912579143	7.964871431	21.56506912	7.799317841	3.666618791	8.036923392	11.02727935	10.20004389	11.68971412	7.79748604	2.524526237	10.25349593	10.73954069	577.7313925	452.0981277	515.2745237	605.1077906	629.6024226	652.3475266
Tbx4	185.4974183	124.2431781	133.2827892	89.09935586	74.78707387	90.75539336	78.04510311	78.66933971	50.27058598	55.0400054	23.97815685	11.06971025	23.50786343	28.25732711	8.515648768	10.89657945	24.80544491	14.54904009	6.257597033	15.86259146	21.80701348	30.23847892	10.87831836	24.75917354	18.39848208	21.03132898	13.92735422	18.66097881	44.23222673	65.25380712	71.88240659	68.33055849	18.56819408	6.883402054	18.4168901	53.10737438	34.54111033	32.40738114	21.63908961	64.99302797	45.61593646	532.3769936	571.3948283	486.0102807	442.3266559	598.7779591	580.1492781
Zfy2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.866859637	0	0	0	0	0	0	24.28261552	8.58937661	27.56130298	0	4.294003558	0	1.144118423	7.144531701	4.481349538	3.644264813	11.981888	6.930086299	10.13785811	1.469278597	0	3.807688362	1.455854896	13.72379889	0	0	0	0	0	0
Ngfr	296.8495361	354.726521	378.7208549	155.7894853	154.8694663	184.142604	1231.282886	1299.74738	708.1996656	1045.629337	339.661863	321.7730098	386.2955303	356.4591595	533.0393127	656.0559953	681.0603923	594.5509489	614.9423625	709.1083334	900.0480526	1111.582521	1246.877901	448.0118408	308.6451422	278.4858955	472.9328639	475.4418019	391.4127393	51.20274492	103.033108	59.05197794	695.435364	692.514899	686.4481397	355.5443871	368.2259948	499.0391066	242.3545188	254.8726131	285.3649384	50.58943893	41.698371	51.52745237	32.64970093	40.82210221	24.79230505
Wnt3	0.916202272	4.054017383	2.127645252	1.217105354	2.908346786	0	0.764771979	0	0	2.227903417	0.862085947	1.346330585	0	0.651662083	0	0	0	0	0	3.429786377	9.582260636	2.758269283	1.512283689	0	3.703741707	4.385604654	5.42043397	2.846956897	4.730063315	4.551355104	7.188356372	4.456753052	7.333237582	2.678974464	5.513639676	13.11434215	16.07335692	3.89874302	6.311315593	8.788710796	4.602660296	8.094310228	5.486627763	4.861080412	7.618263551	3.925202136	5.423316729
Wnt9a	363.7323019	310.8079994	264.8918339	123.5361934	73.43575634	88.43006406	458.8631874	466.6831429	174.5702257	372.8025052	43.10429734	49.81423164	49.1340806	54.0879529	195.1715618	66.37743011	158.6267243	15.57157247	25.22394415	26.58084442	60.23135257	43.21288544	49.14921988	9.160093398	42.59302963	14.25321513	23.03684437	11.38782759	28.38037989	64.85681023	55.11073218	63.50873099	34.22177538	30.80820634	19.29773887	32.0572808	40.91399943	29.89036315	31.55657796	26.36613239	39.88972257	543.3305741	458.682081	489.9969055	204.6047925	174.2789748	223.905505
Fer	1300.500116	1621.234234	1558.893299	1623.548236	1880.282523	1651.708644	1470.681175	1377.414645	1586.139805	1357.543387	2041.484483	2151.948484	2138.019063	1946.596765	1232.230238	1185.018565	1546.260393	1303.678637	1559.584724	1394.726608	1507.636418	957.2793703	1136.923073	1075.497016	1163.606874	1239.988256	679.7382472	620.5020997	589.4558503	723.4463131	581.6113045	770.0392224	763.997927	779.0243441	816.7414395	617.7003372	571.351657	706.4339609	605.6376713	581.4257591	770.2039828	1769.675373	2192.379092	1958.387408	2107.125274	2451.9865	2205.507863
Xpo6	5470.772153	5862.524684	6405.281706	5771.390899	5824.835229	5881.829748	4838.456235	4537.815375	5122.822721	5368.958712	5524.233331	5322.725704	4899.936648	4767.745071	3940.815322	3882.227062	4728.679013	4491.897957	4396.434913	4820.303656	4179.405209	3855.505264	3765.404719	3310.937792	2256.090293	3781.529424	3579.697851	3558.482218	4367.422263	4090.114543	4245.212732	4457.024301	4480.168362	3976.262156	3960.458318	3593.680266	3816.95906	3664.78949	4010.979933	4241.496435	3819.69863	3531.1284	3283.471832	3629.830361	3436.583663	3122.420711	2985.119826
Tfe3	2349.811413	2222.767662	2265.174434	1995.932716	2237.226717	2151.907151	2654.608671	2604.771255	2808.81864	2528.83796	2605.809789	2135.674174	2652.749378	2439.984744	1277.304731	2447.576128	2089.234368	1914.98168	1539.48902	1283.332887	1524.686659	1788.485754	1909.737528	1261.102789	1331.334958	962.1948559	5048.126876	4248.243196	4472.057397	4045.917675	3413.773172	3262.318642	4399.321738	4009.691467	3976.044433	4736.494724	4878.642233	4553.385741	4463.832757	5288.006255	5345.208774	2480.606283	2591.955841	2356.162513	1858.301242	1997.747225	2416.718289
Axin2	31.60052616	58.04676071	52.57077146	18.95024205	21.64213589	14.75078857	53.9754542	42.54708284	28.77305919	85.26549799	34.07463885	18.43244815	11.79329881	31.92607331	3.060239987	0.842761212	13.17859539	0	0	8.16291021	45.27860862	182.1942133	11.09074585	68.74595522	84.8833218	93.8826559	510.3520939	557.0433119	517.9628144	823.8392766	1020.617801	1026.57967	313.7804823	251.8680701	308.3113496	651.6743817	531.9411896	514.9424806	442.2293049	356.7451574	405.7664362	216.3701391	161.669914	293.2425051	90.49340015	224.7208626	103.9068923
Brat1	390.0648256	374.9688938	354.8624102	348.92747	327.4537554	336.2030609	397.6100516	374.6673848	369.5348626	401.151115	430.5756819	458.4003977	474.0426845	429.2499348	402.1163933	354.179266	327.6389184	402.1417931	518.4810044	588.4856105	460.4504652	527.8460778	545.6200151	607.6570852	616.8181796	548.6741558	889.2793354	943.1247817	801.7975776	700.3055182	690.8332698	706.6813382	749.3948082	671.4890899	830.079069	835.5122896	662.2452333	902.3171571	1019.115421	706.8353064	738.1899166	500.3790764	574.2575517	585.1858711	573.0800721	538.5695084	561.647887
Gna12	2271.229167	2275.78321	2210.354425	2533.684012	2452.448213	2448.492237	1804.473707	1815.46215	1897.934123	1914.156315	2662.334403	2773.208022	2696.296959	2551.623798	1599.360453	1688.193738	1624.723238	3287.242051	3802.320146	3499.944693	1554.983658	1611.010316	1559.026928	1943.278605	2625.372495	2092.482555	1990.788695	1907.314575	1727.059587	2141.401743	2189.884811	2053.35398	1731.488655	1678.937594	1593.238728	1616.067277	1544.929498	1984.718694	2270.79689	1884.111855	1620.590531	3007.806594	2890.650446	2623.784343	2759.66994	2718.265324	2666.469088
Slc22a18	38.2639985	57.22448579	37.41919482	51.26030527	42.86869086	38.51967586	101.5323934	120.5630728	132.7363882	117.6727815	80.00337289	79.75782542	115.6905441	110.9147393	371.7944106	406.5143379	391.0175332	388.7461624	471.9688861	359.374835	281.1732482	181.8649741	456.7247657	211.9734797	326.5966299	166.4389451	84.04086008	69.83423574	45.81305116	53.34572486	84.28175303	47.44145822	131.6131797	117.7887471	107.9343291	33.2423533	29.71549877	120.5250838	108.6611908	35.50610781	34.35623382	14.75357037	32.50327254	28.7974742	4.029577963	21.25908697	25.9907473
Itgb2l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igsf5	0.752866019	0	0	0	0	0	1.25686402	0	3.203529833	0	0	0	0	0	0	0	0	0	0	4.080547909	16.80841436	0	0	0	0	1.801879791	3.340578278	34.95728524	1.943404883	18.27958377	21.70612015	18.31111989	0.969403663	0	3.39802035	0	0	6.365319492	8.449367969	3.527264858	0	0	0.901699489	0	0	0	0
Pih1d2	62.07969356	79.41515032	74.69661281	105.5718522	67.82298863	81.32205085	47.11750225	47.52435411	54.31585308	38.47967559	51.71314759	55.46264012	54.40786611	47.19609731	42.81642383	29.97627422	31.07602275	16.11648978	46.34082254	73.03637092	66.38255969	63.57615966	48.09274018	40.67308085	32.35094412	4.338913173	36.71887687	30.34342316	24.90016237	6.99226855	30.14844287	9.556850858	22.2312299	33.35542356	24.97614396	15.17896622	36.62389935	32.87308586	31.6953787	16.60264774	22.64104552	62.29741866	39.5971386	56.27751033	49.3607371	39.48427646	36.35091317
Dlat	5823.904128	5854.134385	5826.676787	5319.050419	5480.003614	4932.325906	5173.485429	5652.006042	5492.340539	5210.769302	5283.712647	5006.945371	4666.523328	4920.339715	5005.874569	5136.057169	5053.761068	4474.674294	4756.476029	4682.907546	5171.90369	3755.540078	4723.649758	4005.674936	4218.772446	3932.081551	3173.070039	2766.547014	2757.767181	3195.183415	2817.570857	2994.980005	3649.540045	3580.134907	3354.32986	2674.043873	3120.697266	3081.225914	2311.710598	3046.507383	2912.943809	3243.818515	2653.033361	3036.03547	3019.34146	2628.82409	2702.111849
Sdhd	5339.62684	5190.49359	5353.155454	5383.865533	5273.55981	5140.387606	4515.213764	4501.054432	4559.65527	4705.332017	4839.750505	4696.00108	4521.182555	4656.125584	10614.75523	10030.71025	8593.430367	8000.249257	7593.276979	8172.323489	7683.604136	6024.060115	7444.216457	4636.672731	5256.844063	4495.244771	2650.592211	2368.668139	2540.044	2046.971958	1799.485212	1965.428096	3215.62468	3115.647302	2969.094966	2420.324701	2637.491749	3138.488131	2977.678697	2520.895213	2408.725555	2798.607761	2800.37481	2726.093895	2669.657213	2926.630713	2802.30523
Fgf23	3.664809087	2.702678256	3.191467878	0.608552677	2.181260089	2.08070739	6.882947811	6.965420043	1.983752565	1.485268945	0	0	3.388557283	2.606648332	0.920620575	4.630983496	0	0	0.869791177	0	4.791130318	0	0	1.665471527	0	0	1.355108492	1.423478449	1.182515829	0	4.792237581	4.456753052	4.888825055	4.018461696	11.02727935	1.457149127	0	2.599162013	2.524526237	0	4.602660296	8.094310228	47.18499876	34.02756288	14.14820374	87.13948742	94.520663
Fgf6	0	0	0	0	0	0	0	0	0	0	0	0	0.847139321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.594178186	1.114188263	0	0	0	0	0	0	0	0	1.534220099	0	0	0	0	0	0.774759533
Ccnd2	29216.3366	28132.28653	26072.1971	19588.15719	17614.61707	20342.81717	22329.9884	23974.55622	20441.69626	24279.295	13369.37533	11862.11447	11851.59457	11215.37516	16814.35871	14599.74773	18757.14307	5512.699301	4123.632448	4997.160059	5381.322034	4125.262486	5170.285205	1102.126874	1721.585594	1869.023883	26.81028096	71.34374594	437.2731744	49.55452953	26.65379734	30.44324796	133.3667903	39.20566425	26.30483215	385.1161446	248.5744597	29.14059181	32.9619051	1698.359833	320.8551362	32055.2812	23433.39135	26743.05776	16749.10888	12657.50913	13967.72914
Gpr107	2435.847445	2561.029148	2269.717889	2265.957025	2232.335211	2170.851535	2310.565352	2172.672725	2133.961175	2550.313034	1925.800845	2148.441874	1908.609503	2010.178252	3445.974529	2795.01759	2449.888704	3321.593742	3450.618044	3485.097579	2794.121983	3022.596022	2493.553369	3712.422186	4267.72765	3750.705274	1999.326381	1928.662057	1787.838141	2013.571834	2780.240569	2381.326914	1582.486803	2156.297717	1751.427405	2966.212627	1148.86544	2122.238919	2106.412497	2758.179218	1889.642151	2540.906328	2309.521659	2219.882362	2424.596291	2602.562854	2783.436804
Nalcn	73.04732778	105.7635154	86.21132392	29.45444425	32.33292957	38.32263722	127.5135527	124.3265064	98.80169193	133.0402914	23.76846377	27.3176458	24.86323494	28.95440301	32.75137377	41.8736358	44.47084483	57.18996722	9.282930473	24.40315124	42.00276572	4.906315954	39.00498537	25.64439379	13.17618054	16.57705058	91.69886794	69.20347329	98.88861071	147.6087774	75.70937767	120.2566132	57.84338822	83.44719338	38.00396741	170.194705	141.7051739	45.07718799	60.22716814	94.93457313	122.8337517	6.299074603	12.68725586	16.69677096	24.08161141	11.17122652	23.19792418
Btbd17	0	0	0	0.199136303	0	0	4.23272232	3.855095336	0.605806984	0	0	0	0.517406179	0.213242966	0	0	1.579634309	0	0	0	0	0.561554845	0	1.52582681	1.50808633	11.38400766	22.72913153	5.216496459	23.85911501	18.92851388	23.29351535	22.74792032	0.746485326	8.398570392	0.841889629	3.337753835	17.86855012	0.793743397	8.129965381	72.19060168	33.71479664	6.343904649	0.670212097	5.380846612	0	4.416779974	0.94639774
Slfn4	1.534093102	1.131344081	0	3.056889813	1.671773138	0	0	0	0	0	0	0	1.298538186	0	0	0	0	0	0	5.74284935	0	0.704669213	0	5.577345657	0	0	0	1.09099004	6.019539629	0	10.26112515	3.976161107	8.406672577	6.692247708	2.308015613	3.35038831	0	1.992063787	4.83715258	1.045464553	0	0	1.837366717	4.883648616	0.776771606	0	1.658912855
Th	0	0	0	0	0	0	0.440515664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.516933193	2.002406919	12.95091251	5.689037715	58.59556805	0	3.496625815	1.043842014	1.310811111	6.900931838	11.80235162	0	1.645155091	10.72207902	1.789667156	0.841672799	0	11.11256707	0	11.93406178	1.242676616	0	1.120010735	0	0	2.051710087
Ins2	0	0	0	0	0	0	0	0	0	0	0	0	0.847139321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.099038131
Scnn1g	15.57543862	14.18906084	12.76587151	6.694079447	7.270866965	4.161414779	123.1282886	122.5913928	146.7976898	130.7036671	41.38012544	43.08257872	46.59266264	43.00969749	251.3294169	250.0731088	231.9053741	62.28628989	143.5155443	139.7637948	162.8984308	155.382503	160.302071	19.98565832	32.09909479	17.54241862	0	1.423478449	0	0	0	0	0	0	0	0	0	1.299581007	0	1.464785133	0	0	0	0	0	0	0
Drp2	162.4695826	174.2238672	211.2172889	134.4235626	130.2751169	115.6817499	161.9712131	159.064687	241.5545439	172.2155345	212.7356575	207.366986	234.7463066	196.2432327	325.7332489	342.6337229	356.7014673	259.3014347	298.8557988	309.1464843	518.3562209	240.6649469	532.0300011	83.05539672	111.81889	119.0516485	44.13867943	58.32355333	25.96776823	6.561188878	27.4317643	16.59883497	22.45276692	38.82029363	21.31376935	30.91896445	30.89737994	20.73466261	25.69665698	22.86108832	18.71091142	52.82715973	71.9105819	75.9017502	60.52395572	110.6111226	101.6766886
Tspan32	26.6241194	39.04340475	20.34603405	44.08727908	6.856131449	48.63067878	33.52081835	42.48413599	11.90731428	46.26489548	12.36011028	8.259765528	3.75726691	9.951605736	27.05656742	19.80232503	37.40180747	66.79033243	89.55927519	60.8477144	38.30755077	42.00757473	46.77594296	92.72109727	183.0457426	186.8284571	110.4759889	51.34298166	45.07755815	49.1776273	80.76787404	90.16066289	25.60734188	48.14203721	28.40907214	27.58643109	35.64936861	47.72382011	55.17790874	21.39032101	26.73343712	5.133773918	2.227113572	1.558967351	2.208842882	3.377945561	2.442941196
Lhx2	6.195922078	14.12560804	24.45947833	7.864020256	6.641036784	10.23775959	12.16090084	16.10034686	48.62297955	22.1259941	2.320896504	2.899658866	3.192920351	5.263188397	60.25413948	10.48925345	47.80016418	78.46968923	7.493249362	27.79909937	9.321862336	2.970310588	20.98931672	22.63939595	10.30353712	47.16422863	4.667901265	5.489654017	3.183553639	4.790912264	2.580319861	2.399682449	3.290407709	3.606149997	30.68676747	31.54470268	1.408795611	0	4.757547549	1.577390146	11.17523835	106.3957206	60.66123425	132.6522648	159.3083177	78.41187463	140.9022351
Clec2g	0	0	0	0.300830475	0	0	1.6973119	0	0.490321749	0.367112149	0.426161505	0	0	0.966423226	18.38877822	1.712977552	11.47993614	6.336271173	15.44310677	0	27.44817604	13.64149256	12.96958551	14.26614189	5.479981874	4.877930958	0	0	0	2.525285115	0	0.550785161	1.208365042	0	0	0.720323614	0	0	0	0	0.758422694	0.500165245	0.542449289	0	0	0	0
Gmpr	195.2919884	184.1097024	191.8875321	142.4720598	167.627395	128.6914517	195.2850585	167.9816995	96.05336907	127.6871866	51.53063326	53.65069681	71.12762651	103.5258016	255.8306382	73.68892838	81.59166617	86.96688678	79.43101295	69.7614619	131.2114277	82.08863807	73.44657555	270.1681221	402.3791461	411.7537288	129.8898421	152.7870201	202.4408107	343.0537639	289.2997311	340.8258063	169.4507104	189.6845568	172.7516494	136.6988502	225.3951082	152.1265043	294.6561746	219.1339352	200.9422992	605.2835014	490.4384624	456.3042827	385.7232198	312.225811	343.7829924
Glra1	5.866014206	1.441998629	3.405579111	8.433218909	11.78313509	4.805681186	12.01115651	12.87007994	1.832700249	2.744347066	0.79644264	3.731443793	6.261072965	7.224497348	3.92953502	0	3.679755982	0	0	2.744914555	0	0	0	0.888602872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.637148836	0	0	0	2.322674993	1.67541544	2.480211284
Mid2	1255.398233	1237.4868	1315.434494	835.8920847	725.8577049	851.6886127	1028.975278	949.3928871	901.4655879	971.0436187	373.0039755	405.017749	299.1528421	314.7935576	721.3732847	477.0086279	595.4518976	106.2889589	112.6794977	112.5515466	252.1272569	142.2502533	204.346302	82.15954279	113.8625376	34.8036	0	1.221247965	0	19.34503421	5.139268529	21.1230249	0	5.745945989	1.182582223	5.157517376	2.507245473	13.88056907	22.48822676	0	3.277340611	119.8132004	125.5638727	87.91161163	103.0505477	78.31363594	80.80995338
Trim25	3427.769434	3521.181803	3677.731379	4081.386165	4687.223113	4159.600362	3157.563262	3154.874253	3402.703025	3312.820442	3660.502905	3704.729752	3770.451434	3280.439943	2620.396999	2683.062602	2549.712056	2989.210047	3700.73819	3065.074589	2194.046514	3412.401066	2762.481434	5918.241593	6352.47763	6347.20662	6386.478327	6409.545033	5880.82584	4881.746835	6651.01156	6009.489663	6738.001523	6232.998812	6258.175448	5428.37912	5744.453668	6221.554864	4999.759729	5392.291076	5305.577345	3198.552793	4032.314282	3484.904414	4612.144199	7662.234074	6344.882499
Dgke	526.6086572	551.2225486	507.2192966	595.2445601	547.4627747	576.2384522	505.0460797	540.1884556	563.1824434	494.3874831	600.0154637	558.4551967	558.1832629	609.1832567	251.9577153	342.4633984	273.5629436	347.2839956	338.1124332	409.0071679	296.0645928	313.7667092	226.7996126	623.0265644	572.4439284	636.4137517	1159.352433	1350.120333	1632.794545	593.1947234	801.3192235	675.1444614	925.2345219	898.4526705	797.5943886	1834.474648	1729.182445	923.6894328	551.275766	1416.077767	1515.567574	596.3370769	473.7118692	485.9582009	691.6264896	580.3726095	527.8929135
Scpep1	1767.354182	1776.335283	1645.733603	2148.799502	2120.184807	2020.366875	1650.377931	1705.134827	1704.043453	1639.736915	2104.351796	2127.202324	2073.797057	2055.34221	2423.993973	2407.339587	2591.477898	3094.496129	3899.273849	3304.599174	4598.800658	5628.708185	5129.666272	6914.205044	6532.16579	6404.079196	6446.251098	6241.952998	6004.815378	4437.571226	4364.530377	4434.469287	6701.356944	6475.08128	6172.519617	5865.025238	6017.280344	7108.708107	4210.909763	6162.351053	6069.374711	4569.238124	4913.823825	4702.609191	5412.232091	6328.210884	5753.36429
Mnt	1852.24278	1746.903801	1793.850391	2245.410253	2107.344098	2057.982034	2143.625208	2050.252361	2479.089058	2301.62377	2850.092466	2321.113611	2287.050509	2806.636021	1196.038757	1181.358062	1455.021497	1903.305679	1395.174304	1041.01155	1238.104904	723.2179591	804.4029186	953.4590454	661.7904974	681.2117171	2241.276279	2014.184241	2811.244993	1819.288692	2176.178464	1919.563171	2014.794716	2304.605142	2220.895412	2573.629821	2289.911251	2015.093872	1802.771076	2667.51457	2605.333258	1472.433907	1303.895239	1668.309532	1159.982116	1697.436571	1480.726928
Itgb2	2.552218635	4.918151766	18.82531996	5.906150152	4.704367554	7.572662193	0.778448489	1.417996699	7.067298881	17.00278078	4.802939015	10.00108124	1.573222295	2.108179104	7.445703487	8.641966546	3.51007533	0.720456399	0	0	13.23705756	0.935865249	0.76966402	1.695255356	1.996983578	3.348024715	3.287913492	6.907600422	4.781916933	21.40247465	45.54086421	33.45103142	10.87332204	7.583360095	6.399612092	7.416037508	4.070431162	5.255310982	19.39673152	5.963920249	1.561656742	31.913874	33.7740178	90.01533621	23.76549025	26.03160463	30.07691071
Hddc2	784.2723945	774.1993051	752.5806871	737.6150461	719.8229867	653.0807865	740.1588851	726.9020233	740.5710491	839.8290428	701.0885263	730.1679793	732.7324697	722.219267	1132.281025	1100.350831	994.231178	698.3366304	698.0421664	790.6269118	743.6953097	464.8450581	692.4606728	482.4437742	446.3778292	464.1319764	434.3641562	397.3567028	385.1655279	332.6456105	356.530558	361.4168593	505.6917879	436.5923765	396.4489831	369.8985543	386.4955172	476.6709634	393.3896889	460.1645726	379.7737764	475.0828779	417.9118801	406.5074891	309.3114567	332.0577168	307.4124732
